block_id,source_text,target_text,notes
1-1114,"1114. Katame dhammā āsavā ceva āsavasampayuttā ca? Kāmāsavo avijjāsavena āsavo ceva āsavasampayutto ca, avijjāsavo kāmāsavena āsavo ceva āsavasampayutto ca, bhavāsavo avijjāsavena āsavo ceva āsavasampayutto ca, avijjāsavo bhavāsavena āsavo ceva āsavasampayutto ca, diṭṭhāsavo avijjāsavena āsavo ceva āsavasampayutto ca, avijjāsavo diṭṭhāsavena āsavo ceva āsavasampayutto ca – ime dhammā āsavā ceva āsavasampayuttā ca.","What is the Fetter of sensual passion?
That sensual desire, sensual passion, sensual delight, sensual craving, sensual fondness, sensual fever, sensual languor, sensual rapacity, which is excited by the pleasures of the senses—this is called the Fetter of sensuality.",
1-1115,"1115. Katame dhammā āsavasampayuttā ceva no ca āsavā? Tehi dhammehi ye dhammā sampayuttā, te dhamme ṭhapetvā vedanākkhandho…pe… viññāṇakkhandho – ime dhammā āsavasampayuttā ceva no ca āsavā.","What is the Fetter of repulsion?
Answer as for “hate”, § 1060 .",
1-1116,"1116. Katame dhammā āsavavippayuttā sāsavā? Tehi dhammehi ye dhammā vippayuttā sāsavā kusalākusalābyākatā dhammā kāmāvacarā, rūpāvacarā, arūpāvacarā, rūpakkhandho…pe… viññāṇakkhandho – ime dhammā āsavavippayuttā sāsavā.","What is the Fetter of conceit?
Conceit at the thought “I am the better man”; conceit at the thought “I am as good [as they]”; conceit at the thought “I am lowly”—all such sort of conceit, overweening conceitedness, loftiness, haughtiness, flaunting a flag, assumption, desire of the heart for self-advertisement—this is called conceit.",
1-1117,"1117. Katame dhammā āsavavippayuttā anāsavā? Apariyāpannā maggā ca, maggaphalāni ca, asaṅkhatā ca dhātu – ime dhammā āsavavippayuttā anāsavā.
Nikkhepakaṇḍe paṭhamabhāṇavāro.","What is the Fetter of speculative opinion?
Answer as for the “Intoxicant of speculative opinion”, § 1099 , with this supplement: And, with the exception of the “Fetter of perversion as to rule and ritual”, all wrong views are included in the Fetter of speculative opinion.",
1-1118,"1118. Katame dhammā saṃyojanā? Dasa saṃyojanāni – kāmarāgasaṃyojanaṃ, paṭighasaṃyojanaṃ , mānasaṃyojanaṃ, diṭṭhisaṃyojanaṃ, vicikicchāsaṃyojanaṃ, sīlabbataparāmāsasaṃyojanaṃ, bhavarāgasaṃyojanaṃ, issāsaṃyojanaṃ, macchariyasaṃyojanaṃ, avijjāsaṃyojanaṃ.","What is the Fetter of perplexity?
Answer as for “perplexity”, § 1004 .",
1-1119,1119. Tattha katamaṃ kāmarāgasaṃyojanaṃ? Yo kāmesu kāmacchando kāmarāgo kāmanandī kāmataṇhā kāmasineho kāmapariḷāho kāmamucchā kāmajjhosānaṃ – idaṃ vuccati kāmarāgasaṃyojanaṃ.,"What is the Fetter of perversion as to rule and ritual?
Answer as for “perversion”, etc., § 1005 .",
1-1120,"1120. Tattha katamaṃ paṭighasaṃyojanaṃ? Anatthaṃ me acarīti āghāto jāyati, anatthaṃ me caratīti āghāto jāyati, anatthaṃ me carissatīti āghāto jāyati, piyassa me manāpassa anatthaṃ acari…pe… anatthaṃ carati…pe… anatthaṃ carissatīti āghāto jāyati, appiyassa me amanāpassa atthaṃ acari…pe… atthaṃ carati…pe… atthaṃ carissatīti āghāto jāyati, aṭṭhāne vā pana āghāto jāyati. Yo evarūpo cittassa āghāto paṭighāto paṭighaṃ paṭivirodho kopo pakopo sampakopo doso padoso sampadoso cittassa byāpatti manopadoso kodho kujjhanā kujjhitattaṃ doso dussanā dussitattaṃ byāpatti byāpajjanā byāpajjitattaṃ virodho paṭivirodho caṇḍikkaṃ asuropo anattamanatā cittassa – idaṃ vuccati paṭighasaṃyojanaṃ.","What is the Fetter of the passion for rebirth?
Answer as for the “Intoxicant of rebirth”, § 1098 .",
1-1121,"1121. Tattha katamaṃ mānasaṃyojanaṃ? Seyyohamasmīti māno, sadisohamasmīti māno, hīnohamasmīti māno. Yo evarūpo māno maññanā maññitattaṃ unnati unnamo [uṇṇati uṇṇāmo (syā.)] dhajo sampaggāho ketukamyatā cittassa – idaṃ vuccati mānasaṃyojanaṃ.","What is the Fetter of envy ( issāsaṃyojanaṃ )?
Envy, envying, enviousness—jealousy, the expression and mood of jealousy at the gifts, the hospitality, the respect, affection, reverence and worship accruing to others—this is called the Fetter of envy.",
1-1122,"1122. Tattha katamaṃ diṭṭhisaṃyojanaṃ? Sassato lokoti vā, asassato lokoti vā, antavā lokoti vā, anantavā lokoti vā, taṃ jīvaṃ taṃ sarīranti vā, aññaṃ jīvaṃ aññaṃ sarīranti vā, hoti tathāgato paraṃ maraṇāti vā, na hoti tathāgato paraṃ maraṇāti vā, hoti ca na ca hoti tathāgato paraṃ maraṇāti vā, neva hoti na na hoti tathāgato paraṃ maraṇāti vā; yā evarūpā diṭṭhi diṭṭhigataṃ diṭṭhigahanaṃ diṭṭhikantāro diṭṭhivisūkāyikaṃ diṭṭhivipphanditaṃ diṭṭhisaṃyojanaṃ gāho paṭiggāho abhiniveso parāmāso kummaggo micchāpatho micchattaṃ titthāyatanaṃ vipariyāsaggāho – idaṃ vuccati diṭṭhisaṃyojanaṃ. Ṭhapetvā sīlabbataparāmāsasaṃyojanaṃ sabbāpi micchādiṭṭhi diṭṭhisaṃyojanaṃ.","What is the Fetter of meanness ( maccharisaṃyojanaṃ )?
The Five Meannesses, [to wit] meanness as regards dwelling, families, gifts, reputation, doctrine—all this sort of mean , grudging, mean spirit, avarice and ignobleness, niggardliness and want of generosity of heart—this is called the Fetter of meanness.",
1-1123,"1123. Tattha katamaṃ vicikicchāsaṃyojanaṃ? Satthari kaṅkhati vicikicchati, dhamme kaṅkhati vicikicchati, saṅghe kaṅkhati vicikicchati, sikkhāya kaṅkhati vicikicchati, pubbante kaṅkhati vicikicchati, aparante kaṅkhati vicikicchati, pubbantāparante kaṅkhati vicikicchati, idappaccayatā paṭiccasamuppannesu dhammesu kaṅkhati vicikicchatiः yā evarūpā kaṅkhā kaṅkhāyanā kaṅkhāyitattaṃ vimati vicikicchā dveḷhakaṃ dvedhāpatho saṃsayo anekaṃsaggāho āsappanā parisappanā apariyogāhanā thambhitattaṃ cittassa manovilekho – idaṃ vuccati vicikicchāsaṃyojanaṃ.","What is the Fetter of ignorance?
Answer as for the Intoxicant of ignorance, § 1100 .
These are the states that are Fetters.",
1-1124,1124. Tattha katamaṃ sīlabbataparāmāsasaṃyojanaṃ? Ito bahiddhā samaṇabrāhmaṇānaṃ sīlena suddhi vatena suddhi sīlabbatena suddhīti; yā evarūpā diṭṭhi diṭṭhigataṃ diṭṭhigahanaṃ diṭṭhikantāro diṭṭhivisūkāyikaṃ diṭṭhivipphanditaṃ diṭṭhisaṃyojanaṃ gāho patiṭṭhāho abhiniveso parāmāso kummaggo micchāpatho micchattaṃ titthāyatanaṃ vipariyāsaggāho – idaṃ vuccati sīlabbataparāmāsasaṃyojanaṃ.,"Which are the states that are not Fetters?
Every state, good, bad and indeterminate, which is not included in the foregoing [ten] states, whether it relates to the worlds of Sense, or of Form, or of the Formless, or to the life that is Unincluded; [in other words] the four skandhas; all form also, and unconditioned element.
Which are the states that are",
1-1125,1125. Tattha katamaṃ bhavarāgasaṃyojanaṃ? Yo bhavesu bhavachando bhavarāgo bhavanandī bhavataṇhā bhavasineho bhavapariḷāho bhavamucchā bhavajjhosānaṃ – idaṃ vuccati bhavarāgasaṃyojanaṃ.,"favourable to the Fetters?
Co-Intoxicant states, good, bad and indeterminate, relating to the worlds of Sense, Form, or the Formless; [in other words] the five skandhas.",
1-1126,1126. Tattha katamaṃ issāsaṃyojanaṃ? Yā paralābhasakkāragarukāramānanavandanapūjanāsu issā issāyanā issāyitattaṃ usūyā usūyanā usūyitattaṃ [ussuyā ussuyanā ussuyitattaṃ (ka.)] – idaṃ vuccati issāsaṃyojanaṃ.,"unfavourable to the Fetters?
The Paths that are the Unincluded and the Fruits of the Paths, and unconditioned element.
Which are the states that are",
1-1127,"1127. Tattha katamaṃ macchariyasaṃyojanaṃ? Pañca macchariyāni – āvāsamacchariyaṃ, kulamacchariyaṃ, lābhamacchariyaṃ, vaṇṇamacchariyaṃ, dhammamacchariyaṃ. Yaṃ evarūpaṃ maccheraṃ maccharāyanā maccharāyitattaṃ vevicchaṃ kadariyaṃ kaṭukañcukatā aggahitattaṃ cittassa – idaṃ vuccati macchariyasaṃyojanaṃ.",associated with the Fetters?,
1-1128,"1128. Tattha katamaṃ avijjāsaṃyojanaṃ? Dukkhe aññāṇaṃ, dukkhasamudaye aññāṇaṃ, dukkhanirodhe aññāṇaṃ, dukkhanirodhagāminiyā paṭipadāya aññāṇaṃ, pubbante aññāṇaṃ, aparante aññāṇaṃ, pubbantāparante aññāṇaṃ, idappaccayatā paṭiccasamuppannesu dhammesu aññāṇaṃः yaṃ evarūpaṃ aññāṇaṃ adassanaṃ anabhisamayo ananubodho asambodho appaṭivedho asaṃgāhanā apariyogāhanā asamapekkhanā apaccavekkhaṇā apaccakkhakammaṃ dummejjhaṃ bālyaṃ asampajaññaṃ moho pamoho sammoho avijjā avijjogho avijjāyogo avijjānusayo avijjāpariyuṭṭhānaṃ avijjālaṅgī moho akusalamūlaṃ – idaṃ vuccati avijjāsaṃyojanaṃ.
Ime dhammā saṃyojanā.","disconnected with the Fetters?
Answers identical with those given to corresponding questions respecting the “Āsavas”. § 1105 , § 1106 .
Which are the states that are",
1-1129,"1129. Katame dhammā no saṃyojanā? Te dhamme ṭhapetvā avasesā kusalākusalābyākatā dhammā kāmāvacarā, rūpāvacarā, arūpāvacarā, apariyāpannā; vedanākkhandho…pe… viññāṇakkhandho; sabbañca rūpaṃ, asaṅkhatā ca dhātu – ime dhammā no saṃyojanā.","both Fetters and favourable to the Fetters?
The Fetters themselves are both",
1-1130,"1130. Katame dhammā saṃyojaniyā? Sāsavā kusalākusalābyākatā dhammā kāmāvacarā, rūpāvacarā, arūpāvacarā; rūpakkhandho…pe… viññāṇakkhandho – ime dhammā saṃyojaniyā.","favourable to the Fetters but not themselves Fetters?
The states which are favourable to those [ten] states afore-named; that is to say, with the exception of the Fetters themselves, all co-Āsava states whatever, good, bad and indeterminate, whether relating to the worlds of Sense, Form or the Formless; [in other words] the five skandhas.
Which are the states that are",
1-1131,"1131. Katame dhammā asaṃyojaniyā? Apariyāpannā maggā ca, maggaphalāni ca, asaṅkhatā ca dhātu – ime dhammā asaṃyojaniyā.","both Fetters and associated with Fetters?
The Fetter of sensuality in conjunction with the Fetter of ignorance,and conversely, is both. So is any one of the remaining eight Fetters when in conjunction with the Fetter of ignorance, and conversely.",
1-1132,1132. Katame dhammā saṃyojanasampayuttā? Tehi dhammehi ye dhammā sampayuttā vedanākkhandho…pe… viññāṇakkhandho – ime dhammā saṃyojanasampayuttā.,"associated with the Fetters but not a Fetter?
The states which are associated with those ten states afore-named, with the exception of the Fetters themselves; [in other words] the four skandhas.
Which are the states that are",
1-1133,"1133. Katame dhammā saṃyojanavippayuttā? Tehi dhammehi ye dhammā vippayuttā vedanākkhandho…pe… viññāṇakkhandho; sabbañca rūpaṃ, asaṅkhatā ca dhātu – ime dhammā saṃyojanavippayuttā.","disconnected with the Fetters yet favourable to them?
The states which are disconnected with those aforementioned [ten] states, that is to say, good, bad and indeterminate states which are co-Āsava, whether they relate to the worlds of Sense, or of Form, or of the Formless; [in other words] the five skandhas.",
1-1134,1134. Katame dhammā saṃyojanā ceva saṃyojaniyā ca? Tāneva saṃyojanāni saṃyojanā ceva saṃyojaniyā ca.,"disconnected with the Fetters and not favourable to them?
The Paths that are the Unincluded and the Fruits of the Paths; all form also, and unconditioned element.
The Group of the Ties ( gantha-gocchakaṃ )",
1-1135,"1135. Katame dhammā saṃyojaniyā ceva no ca saṃyojanā? Tehi dhammehi ye dhammā saṃyojaniyā, te dhamme ṭhapetvā avasesā sāsavā kusalākusalābyākatā dhammā kāmāvacarā, rūpāvacarā, arūpāvacarā; rūpakkhandho…pe… viññāṇakkhandho – ime dhammā saṃyojaniyā ceva no ca saṃyojanā.","Which are the states that are Ties?
The four Ties, to wit, the bodily Tie of covetousness, the bodily Tie of ill-will, the bodily Tie of perversion as to rule and ritual, the bodily Tie of the disposition to dogmatize.
In this connexion,",
1-1136,"1136. Katame dhammā saṃyojanā ceva saṃyojanasampayuttā ca? Kāmarāgasaṃyojanaṃ avijjāsaṃyojanena saṃyojanañceva saṃyojanasampayuttañca, avijjāsaṃyojanaṃ kāmarāgasaṃyojanena saṃyojanañceva saṃyojanasampayuttañca, paṭighasaṃyojanaṃ avijjāsaṃyojanena saṃyojanañceva saṃyojanasampayuttañca, avijjāsaṃyojanaṃ paṭighasaṃyojanena saṃyojanañceva saṃyojanasampayuttañca, mānasaṃyojanaṃ avijjāsaṃyojanena saṃyojanañceva saṃyojanasampayuttañca, avijjāsaṃyojanaṃ mānasaṃyojanena saṃyojanañceva saṃyojanasampayuttañca, diṭṭhisaṃyojanaṃ avijjāsaṃyojanena saṃyojanañceva saṃyojanasampayuttañca, avijjāsaṃyojanaṃ diṭṭhisaṃyojanena saṃyojanañceva saṃyojanasampayuttañca, vicikicchāsaṃyojanaṃ avijjāsaṃyojanena saṃyojanañceva saṃyojanasampayuttañca, avijjāsaṃyojanaṃ vicikicchāsaṃyojanena saṃyojanañceva saṃyojanasampayuttañca, sīlabbataparāmāsasaṃyojanaṃ avijjāsaṃyojanena saṃyojanañceva saṃyojanasampayuttañca, avijjāsaṃyojanaṃ sīlabbataparāmāsasaṃyojanena saṃyojanañceva saṃyojanasampayuttañca, bhavarāgasaṃyojanaṃ avijjāsaṃyojanena saṃyojanañceva saṃyojanasampayuttañca, avijjāsaṃyojanaṃ bhavarāgasaṃyojanena saṃyojanañceva saṃyojanasampayuttañca, issāsaṃyojanaṃ avijjāsaṃyojanena saṃyojanañceva saṃyojanasampayuttañca, avijjāsaṃyojanaṃ issāsaṃyojanena saṃyojanañceva saṃyojanasampayuttañca, macchariyasaṃyojanaṃ avijjāsaṃyojanena saṃyojanañceva saṃyojanasampayuttañca, avijjāsaṃyojanaṃ macchariyasaṃyojanena saṃyojanañceva saṃyojanasampayuttañca – ime dhammā saṃyojanā ceva saṃyojanasampayuttā ca.","What is the bodily Tie of covetousness ( abhijjhā kāyagantho )?
Answer as for “lust”, § 1059 .",
1-1137,"1137. Katame dhammā saṃyojanasampayuttā ceva no ca saṃyojanā? Tehi dhammehi ye dhammā sampayuttā, te dhamme ṭhapetvā vedanākkhandho…pe… viññāṇakkhandho – ime dhammā saṃyojanasampayuttā ceva no ca saṃyojanā.","What is the bodily Tie of ill-will ( vyāpādo kāyagantho )?
Answer as for “hate”, § 1060 .",
1-1138,"1138. Katame dhammā saṃyojanavippayuttā saṃyojaniyā? Tehi dhammehi ye dhammā vippayuttā sāsavā kusalākusalābyākatā dhammā kāmāvacarā, rūpāvacarā, arūpāvacarā; rūpakkhandho…pe… viññāṇakkhandho – ime dhammā saṃyojanavippayuttā saṃyojaniyā.","What is the bodily Tie of perversion as to rule and ritual?
Answer as in § 1005 , and, § 1119 , for the Fetter so-called.",
1-1139,"1139. Katame dhammā saṃyojanavippayuttā asaṃyojaniyā? Apariyāpannā maggā ca, maggaphalāni ca, asaṅkhatā ca dhātu – ime dhammā saṃyojanavippayuttā asaṃyojaniyā.","What is the bodily Tie of the disposition to dogmatize?
“‘The world is eternal!’—this is true, all else is false! ‘The world is not eternal’—this is true, all else is false! ‘The world is finite … is infinite’—this is true, all else is false! ‘The living soul is the body … is a different thing from the body’—this is true, all else is false! ‘He who has won truth exists after death … does not exist after death … both exists and does not exist after death … neither exists nor does not exist after death’—this is true, all else is false!”—this kind of opinion, this walking in opinion, this jungle of opinion, wilderness of opinion, disorder of opinion, scuffling of opinion, this Fetter of opinion, the grip and tenacity of it, the inclination towards it, the being infected by it, this by-path, wrong road, wrongness, this sectarianism, this shiftiness of grasp—this is called the bodily Tie of the inclination to dogmatize.
And, excepting only the bodily Tie of perversion as to rule and ritual, all wrong views are included under the bodily Tie of the disposition to dogmatize.
These are the states which are Ties.",
1-1140,"1140. Katame dhammā ganthā? Cattāro ganthā – abhijjhā kāyagantho, byāpādo kāyagantho, sīlabbataparāmāso kāyagantho, idaṃ saccābhiniveso kāyagantho.","Which are the states that are not Ties?
Every state, good, bad and indeterminate, which is not included in the foregoing [four] states, whether it relates to the worlds of Sense or of Form, or of the Formless, or to the life that is Unincluded; [in other words] the four skandhas; all form also, and unconditioned element.
Which are the states that",
1-1141,1141. Tattha katamo abhijjhā kāyagantho? Yo rāgo sārāgo anunayo anurodho nandī nandīrāgo cittassa sārāgo icchā mucchā ajjhosānaṃ gedho paligedho saṅgo paṅko ejā māyā janikā sañjananī sibbinī jālinī saritā visattikā suttaṃ visaṭā āyūhinī dutiyā paṇidhi bhavanetti vanaṃ vanatho santhavo sineho apekkhā paṭibandhu āsā āsisanā āsisitattaṃ rūpāsā saddāsā gandhāsā rasāsā phoṭṭhabbāsā lābhāsā dhanāsā puttāsā jīvitāsā jappā pajappā abhijappā jappā jappanā jappitattaṃ loluppaṃ loluppāyanā loluppāyitattaṃ pucchañjikatā sādhukamyatā adhammarāgo visamalobho nikanti nikāmanā patthanā pihanā sampatthanā kāmataṇhā bhavataṇhā vibhavataṇhā rūpataṇhā arūpataṇhā nirodhataṇhā rūpataṇhā saddataṇhā gandhataṇhā rasataṇhā phoṭṭhabbataṇhā dhammataṇhā ogho yogo gantho upādānaṃ āvaraṇaṃ nīvaraṇaṃ chādanaṃ bandhanaṃ upakkileso anusayo pariyuṭṭhānaṃ latā vevicchaṃ dukkhamūlaṃ dukkhanidānaṃ dukkhappabhavo mārapāso mārabaḷisaṃ māravisayo taṇhānadī taṇhājālaṃ taṇhāgaddulaṃ taṇhāsamuddo abhijjhā lobho akusalamūlaṃ – ayaṃ vuccati abhijjhā kāyagantho.,"tend to become tied?
Good, bad and indeterminate states, relating to the worlds of Sense, of Form, or of the Formless, which are co-Āsava; [in other words] the five skandhas.",
1-1142,"1142. Tattha katamo byāpādo kāyagantho? Anatthaṃ me acarī ti āghāto jāyati, anatthaṃ me caratīti āghāto jāyati, anatthaṃ me carissatīti āghāto jāyati, piyassa me manāpassa anatthaṃ acari…pe… anatthaṃ carati…pe… anatthaṃ carissatīti āghāto jāyati, appiyassa me amanāpassa atthaṃ acari…pe… atthaṃ carati…pe… atthaṃ carissatīti āghāto jāyati, aṭṭhāne vā pana āghāto jāyati. Yo evarūpo cittassa āghāto paṭighāto paṭighaṃ paṭivirodho kopo pakopo sampakopo doso padoso sampadoso cittassa byāpatti manopadoso kodho kujjhanā kujjhitattaṃ doso dussanā dussitattaṃ byāpatti byāpajjanā byāpajjitattaṃ virodho paṭivirodho caṇḍikkaṃ asuropo anattamanatā cittassa – ayaṃ vuccati byāpādo kāyagantho.","do not tend to become tied?
The Paths that are the Unincluded and the Fruits of the Paths, and unconditioned element.
Which are the states that are",
1-1143,"1143. Tattha katamo sīlabbataparāmāso kāyagantho? Ito bahiddhā samaṇabrāhmaṇānaṃ sīlena suddhi, vatena suddhi, sīlabbatena suddhītiः yā evarūpā diṭṭhi diṭṭhigataṃ diṭṭhigahanaṃ diṭṭhikantāro diṭṭhivisūkāyikaṃ diṭṭhivipphanditaṃ diṭṭhisaṃyojanaṃ gāho patiṭṭhāho abhiniveso parāmāso kummaggo micchāpatho micchattaṃ titthāyatanaṃ vipariyāsaggāho – ayaṃ vuccati sīlabbataparāmāso kāyagantho.","associated with the Ties?
The states connected with those four afore-named states; [in other words] the four skandhas.",
1-1144,"1144. Tattha katamo idaṃsaccābhiniveso kāyagantho? Sassato loko, idameva saccaṃ moghamaññanti vā; asassato loko, idameva saccaṃ moghamaññanti vā; antavā loko, idameva saccaṃ moghamaññanti vā; anantavā loko, idameva saccaṃ moghamaññanti vā; taṃ jīvaṃ taṃ sarīraṃ, idameva saccaṃ moghamaññanti vā; aññaṃ jīvaṃ aññaṃ sarīraṃ, idameva saccaṃ moghamaññanti vā; hoti tathāgato paraṃ maraṇā, idameva saccaṃ moghamaññanti vā; na hoti tathāgato paraṃ maraṇā, idameva saccaṃ moghamaññanti vā; hoti ca na ca hoti tathāgato paraṃ maraṇā, idameva saccaṃ moghamaññanti vā; neva hoti na na hoti tathāgato paraṃ maraṇā, idameva saccaṃ moghamaññanti vāः yā evarūpā diṭṭhi diṭṭhigataṃ diṭṭhigahanaṃ diṭṭhikantāro diṭṭhivisūkāyikaṃ diṭṭhivipphanditaṃ diṭṭhisaṃyojanaṃ gāho patiṭṭhāho abhiniveso parāmāso kummaggo micchāpatho micchattaṃ titthāyatanaṃ vipariyāsaggāho – ayaṃ vuccati idaṃsaccābhiniveso kāyagantho. Ṭhapetvā sīlabbataparāmāsaṃ kāyaganthaṃ sabbāpi micchādiṭṭhi idaṃsaccābhiniveso kāyagantho.
Ime dhammā ganthā.","disconnected with the Ties?
The states which are disconnected with those [four afore-named] states; [in other words] the four skandhas; all [material] form also, and unconditioned element.
Which are the states that",
1-1145,"1145. Katame dhammā no ganthā? Te dhamme ṭhapetvā avasesā kusalākusalābyākatā dhammā kāmāvacarā, rūpāvacarā, arūpāvacarā, apariyāpannā; vedanākkhandho…pe… viññāṇakkhandho; sabbañca rūpaṃ, asaṅkhatā ca dhātu – ime dhammā no ganthā.","are themselves Ties and tend to become tied?
The Ties themselves are both",
1-1146,"1146. Katame dhammā ganthaniyā? Sāsavā kusalākusalābyākatā dhammā kāmāvacarā, rūpāvacarā, arūpāvacarā; rūpakkhandho…pe… viññāṇakkhandho – ime dhammā ganthaniyā.","tend to become tied, but are not Ties?
The states which tend to become tied by those [four afore-named] states, that is, every state, good, bad and indeterminate, which is not included in the latter, whether it relates to the worlds of Sense, of Form, or of the Formless; [in other words] the five skandhas.
Which are the states that are",
1-1147,"1147. Katame dhammā aganthaniyā? Apariyāpannā maggā ca, maggaphalāni ca, asaṅkhatā ca dhātu – ime dhammā aganthaniyā.","Ties themselves, and associated with the Ties?
The bodily Tie of perversion as to rule and ritual in conjunction with the bodily Tie of covetousness, and conversely, is both. The bodily Tie of the disposition to dogmatize in conjunction with the bodily Tie of covetousness, and conversely, is both.",
1-1148,1148. Katame dhammā ganthasampayuttā? Tehi dhammehi ye dhammā sampayuttā vedanākkhandho…pe… viññāṇakkhandho – ime dhammā ganthasampayuttā.,"associated with the Ties but not Ties?
The states which are associated with the four states afore-named (the Ties), the latter themselves excepted; [in other words] the four skandhas.
Which are the states that",
1-1149,"1149. Katame dhammā ganthavippayuttā? Tehi dhammehi ye dhammā vippayuttā vedanākkhandho…pe… viññāṇakkhandho, sabbañca rūpaṃ asaṅkhatā ca dhātu – ime dhammā ganthavippayuttā.","are disconnected with the Ties, but tend to become tied?
The states which are disconnected with the afore-named states, that is, good, bad and indeterminate states relating to the worlds of Sense, of Form, or of the Formless, which are co-Āsava; [in other words], the five skandhas.",
1-1150,1150. Katame dhammā ganthā ceva ganthaniyā ca? Teva ganthā ganthā ceva ganthaniyā ca.,"are disconnected with the Ties and do not tend to become tied?
The Paths that are the Unincluded and the Fruits of the Paths, and uncompounded element.
The Group of the Floods ( ogha-gocchakaṃ )",
1-1151,"1151. Katame dhammā ganthaniyā ceva no ca ganthā? Tehi dhammehi ye dhammā ganthaniyā, te dhamme ṭhapetvā avasesā sāsavā kusalākusalābyākatā dhammā kāmāvacarā, rūpāvacarā, arūpāvacarā; rūpakkhandho…pe… viññāṇakkhandho – ime dhammā ganthaniyā ceva no ca ganthā.","Which are the states that are Floods?
… [continue as in the Group of Fetters].
The Group of the Bonds ( yoga-gocchakaṃ )",
1-1152,"1152. Katame dhammā ganthā ceva ganthasampayuttā ca? Sīlabbataparāmāso kāyagantho abhijjhākāyaganthena gantho ceva ganthasampayutto ca, abhijjhākāyagantho sīlabbataparāmāsena kāyaganthena gantho ceva ganthasampayutto ca, idaṃsaccābhiniveso kāyagantho abhijjhākāyaganthena gantho ceva ganthasampayutto ca, abhijjhākāyagantho idaṃsaccābhinivesena kāyaganthena gantho ceva ganthasampayutto ca – ime dhammā ganthā ceva ganthasampayuttā ca.","Which are the states that are Hindrances?
The six Hindrances, to wit, the Hindrance of sensual desire, the Hindrance of ill will, the Hindrance of stolidity and torpor, the Hindrance of distraction and worry, the Hindrance of perplexity, the Hindrance of ignorance.
In this connexion",
1-1153,"1153. Katame dhammā ganthasampayuttā ceva no ca ganthā? Tehi dhammehi ye dhammā sampayuttā, te dhamme ṭhapetvā vedanākkhandho…pe… viññāṇakkhandho – ime dhammā ganthasampayuttā ceva no ca ganthā.","What is the Hindrance of sensual desire?
Answer as for the “Intoxicant of sensuality”, § 1097 .",
1-1154,"1154. Katame dhammā ganthavippayuttā ganthaniyā? Tehi dhammehi ye dhammā vippayuttā sāsavā kusalākusalābyākatā dhammā kāmāvacarā, rūpāvacarā, arūpāvacarā; rūpakkhandho…pe… viññāṇakkhandho – ime dhammā ganthavippayuttā ganthaniyā.","What is the Hindrance of ill will?
Answer as for the “Tie of ill will”, § 1137 .",
1-1155,"1155. Katame dhammā ganthavippayuttā aganthaniyā? Apariyāpannā maggā ca, maggaphalāni ca, asaṅkhatā ca dhātu – ime dhammā ganthavippayuttā aganthaniyā.","What is the Hindrance of stolidity and torpor?
First distinguish between stolidity and torpor.
In this connexion,",
1-1156,1156. Katame dhammā oghā? Cattāro oghā…pe… ime dhammā oghavippayuttā oghaniyā.,"What is stolidity?
That which is indisposition, unwieldiness of mind; adhering and cohering: clinging, cleaving to, stickiness; stolidity, that is, a stiffening, a rigidity of the mind—this is called stolidity.",
1-1157,1157. Katame dhammā yogā? Cattāro yogā…pe… ime dhammā yogavippayuttā yoganiyā.,"What is torpor?
That which is indisposition and unwieldiness of sense, a shrouding, enveloping, barricading within; torpor that is sleep, drowsiness; sleep, slumbering, somnolence—this is called torpor.",
1-1158,"1158. Katame dhammā nīvaraṇā? Cha nīvaraṇā [nīvaraṇāni (syā.)] – kāmacchandanīvaraṇaṃ, byāpādanīvaraṇaṃ, thinamiddhanīvaraṇaṃ, uddhaccakukkuccanīvaraṇaṃ, vicikicchānīvaraṇaṃ, avijjānīvaraṇaṃ.",Now this is the stolidity and this is the torpor which are called “the Hindrance of stolidity and torpor”.,
1-1159,1159. Tattha katamaṃ kāmacchandanīvaraṇaṃ? Yo kāmesu kāmacchando kāmarāgo kāmanandī kāmataṇhā kāmasineho kāmapariḷāho kāmamucchā kāmajjhosānaṃ – idaṃ vuccati kāmacchandanīvaraṇaṃ.,"What is the Hindrance of distraction and worry?
First distinguish between “distraction” and “worry”, In this connexion,",
1-1160,"1160. Tattha katamaṃ byāpādanīvaraṇaṃ? Anatthaṃ me acarīti āghāto jāyati, anatthaṃ me caratīti āghāto jāyati; anatthaṃ me carissatīti āghāto jāyati; piyassa me manāpassa anatthaṃ acari…pe… anatthaṃ carati…pe… anatthaṃ carissatīti āghāto jāyati, appiyassa me amanāpassa atthaṃ acari…pe… atthaṃ carati…pe… atthaṃ carissatīti āghāto jāyati, aṭṭhāne vā pana āghāto jāyati. Yo evarūpo cittassa āghāto paṭighāto paṭighaṃ paṭivirodho kopo pakopo sampakopo doso padoso sampadoso cittassa byāpatti manopadoso kodho kujjhanā kujjhitattaṃ doso dussanā dussitattaṃ byāpatti byāpajjanā byāpajjitattaṃ virodho paṭivirodho caṇḍikkaṃ asuropo anattamanatā cittassa – idaṃ vuccati byāpādanīvaraṇaṃ.","What is distraction?
That distraction of mind which is disquietude, agitation of heart, turmoil of mind—this is called distraction.",
